,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri,kmeans-2clusters
251,0.685,0.109,122.831,0.339,0.147,0.00455,4,0.594,9,186347,-9.015,0.555,1,audio_features,spotify:track:1iA961GuoLlH2setq3alcw,1
252,0.805,0.35,140.012,0.0831,0.044,0.000139,4,0.794,10,186000,-5.593,0.669,0,audio_features,spotify:track:6sGmX16cnyjVOkAlR8GYQJ,1
254,0.952,0.918,109.275,0.0723,6.28e-05,0.154,4,0.319,4,441467,-5.315,0.228,0,audio_features,spotify:track:14H2fE4WEdkEem0kjVeODT,1
255,0.988,0.451,101.559,0.232,0.000731,0.00411,4,0.322,0,214360,-4.074,0.277,1,audio_features,spotify:track:21wB3DaIk112Ry3mEzqfit,1
257,0.711,0.0821,150.97,0.266,0.423,0.0,4,0.693,1,156013,-6.126,0.619,0,audio_features,spotify:track:3OcyTN8Nz3bdne5aq9mMR5,1
260,0.745,0.165,100.064,0.231,0.303,0.0,4,0.806,10,177600,-6.673,0.747,0,audio_features,spotify:track:0XmQabmXUU4ubnZj8b2qX4,1
261,0.774,0.293,71.902,0.0341,0.262,0.0,4,0.567,5,208507,-5.14,0.608,1,audio_features,spotify:track:4LxrmBgBLQc2oU60r6cBPW,1
263,0.506,0.0876,130.025,0.143,0.134,0.00518,4,0.919,9,231133,-9.68,0.609,1,audio_features,spotify:track:3eHm9d6hynbilWyv7EGIpb,1
264,0.655,0.257,115.007,0.0411,0.0984,0.0293,4,0.807,1,206609,-8.067,0.271,1,audio_features,spotify:track:1BaSPeyeeHMNzmcNASv3v4,1
265,0.572,0.156,109.01,0.0267,0.0333,0.0,4,0.583,7,227253,-10.064,0.268,1,audio_features,spotify:track:1C3aSTCbSbJOstEgdICLC8,1
268,0.8,0.359,134.002,0.0504,0.127,0.0,4,0.714,11,211560,-4.808,0.589,0,audio_features,spotify:track:3Wrjm47oTz2sjIgck11l5e,1
269,0.794,0.261,98.123,0.335,0.133,0.0,4,0.68,4,200842,-6.545,0.402,0,audio_features,spotify:track:6PPDxJmAjoDKDxJvX3qYlh,1
271,0.499,0.102,120.003,0.0597,0.148,0.0,1,0.601,5,264832,-9.961,0.409,0,audio_features,spotify:track:75TYlcnUj2ntdZqBy5RaH5,1
273,0.7,0.205,119.796,0.0605,0.0407,2.34e-06,4,0.689,9,172000,-6.824,0.625,0,audio_features,spotify:track:7r2fSbB03YOld4oVQzUpwV,1
274,0.475,0.12,75.014,0.0298,0.192,1.28e-05,4,0.657,4,357133,-10.436,0.494,0,audio_features,spotify:track:4rZpuVaQAOWcVJFUDJsQwO,1
277,0.725,0.0895,100.089,0.0284,0.00248,0.00748,4,0.496,7,253173,-5.433,0.244,1,audio_features,spotify:track:0kFlrVCURmdI28SncSXDI3,1
280,0.807,0.0504,155.397,0.0725,0.251,0.0,4,0.525,2,215933,-6.366,0.741,0,audio_features,spotify:track:734dz1YaFITwawPpM25fSt,1
281,0.658,0.0685,153.769,0.115,0.358,0.0,4,0.742,0,213421,-6.289,0.609,0,audio_features,spotify:track:6x53YxdtkR2rGLptZCLgUx,1
282,0.707,0.122,142.65,0.398,0.0508,0.0,4,0.632,2,177907,-6.081,0.541,1,audio_features,spotify:track:2PHQo0t0EIN7aDgDKmkCPM,1
283,0.885,0.118,131.923,0.353,0.302,0.0,4,0.745,0,350174,-3.762,0.366,1,audio_features,spotify:track:2OukC4FcyVlNHsLfWgKvMV,1
284,0.897,0.518,133.712,0.125,2.21e-05,0.797,4,0.301,7,735000,-6.519,0.347,1,audio_features,spotify:track:4dvv9kjWmlLqYdISQoOuDK,1
285,0.582,0.0997,90.048,0.178,0.32,2.95e-05,4,0.687,6,161193,-7.334,0.514,0,audio_features,spotify:track:2CpP9fn0s3EQN4ErGEF7UX,1
288,0.822,0.0774,74.028,0.033,0.053,2.79e-06,4,0.523,3,330718,-4.114,0.409,1,audio_features,spotify:track:7sNNLWgh68ryM8Rk6DPqsY,1
289,0.456,0.196,97.518,0.192,0.0545,0.000459,4,0.778,9,146465,-10.165,0.119,1,audio_features,spotify:track:0e9dWwZD9EemG1w92C3JLp,1
291,0.871,0.107,88.012,0.0311,0.000674,0.00144,4,0.566,5,284267,-4.833,0.41,1,audio_features,spotify:track:4xAmbn7xiy6wGOs4oaxv70,1
292,0.935,0.0854,128.967,0.0356,0.000473,0.00187,3,0.61,5,196107,-4.444,0.656,0,audio_features,spotify:track:2jfQ2g1q0w8tbjN46rLpr2,1
293,0.554,0.129,140.045,0.0927,0.045,0.0,4,0.697,2,212664,-9.387,0.432,1,audio_features,spotify:track:0sQtRZ9hXH2TFbVtwkhc72,1
295,0.672,0.611,146.161,0.419,0.27,0.0,3,0.653,4,172385,-6.408,0.296,0,audio_features,spotify:track:5B8fNGYgN6HkbOg4rcgXGm,1
297,0.762,0.0982,114.04,0.0915,0.129,0.0,4,0.784,1,244360,-7.323,0.366,0,audio_features,spotify:track:7b7nYBLUJXyD9B6jU1XMtO,1
299,0.843,0.364,140.036,0.049,0.0491,0.0,4,0.663,2,195240,-3.672,0.375,1,audio_features,spotify:track:4wAJ8aQ9Ufj9ylfWESkrDL,1
300,0.737,0.0992,121.952,0.0375,0.00698,0.000334,4,0.796,9,212977,-8.429,0.868,0,audio_features,spotify:track:4MuyeQQn5vdAj5SGyfuX9G,1
302,0.505,0.156,176.917,0.0328,0.00989,0.13,4,0.419,4,217680,-6.004,0.358,0,audio_features,spotify:track:7Ks9Ajgd4ZZ5hhiDCWcDoc,1
304,0.463,0.0742,114.891,0.0354,0.0116,9.65e-05,4,0.517,1,206493,-9.664,0.49,0,audio_features,spotify:track:6FsXPr00DJIGSMRLNrmmZy,1
305,0.79,0.201,95.549,0.261,0.0449,3.05e-06,4,0.674,6,231828,-5.85,0.408,0,audio_features,spotify:track:4nnVBrFeB6FSlAT7eYnfzD,1
307,0.622,0.156,112.02,0.0282,0.0176,0.0,4,0.656,4,237147,-6.391,0.159,0,audio_features,spotify:track:5OiC3eltQO7gXvOZMbrTn3,1
310,0.726,0.0886,74.969,0.261,0.302,0.0,4,0.777,3,198613,-7.841,0.798,0,audio_features,spotify:track:0yd4OCmrcqvsAMUJGCMEFQ,1
